,category,condition
2331,V78.0XXA,"Driver of bus injured in nonclsn trnsp acc nontraf, init"
2332,V78.0XXD,"Driver of bus injured in nonclsn trnsp acc nontraf, subs"
2333,V78.0XXS,"Driver of bus injured in nonclsn trnsp acc nontraf, sequela"
2334,V78.1XXA,"Pasngr on bus injured in nonclsn trnsp acc nontraf, init"
2335,V78.1XXD,"Pasngr on bus injured in nonclsn trnsp acc nontraf, subs"
2336,V78.1XXS,"Pasngr on bus injured in nonclsn trnsp acc nontraf, sequela"
2337,V78.2XXA,"Person outside bus inj in nonclsn trnsp acc nontraf, init"
2338,V78.2XXD,"Person outside bus inj in nonclsn trnsp acc nontraf, subs"
2339,V78.2XXS,"Person outside bus inj in nonclsn trnsp acc nontraf, sequela"
2340,V78.3XXA,"Occup of bus injured in nonclsn trnsp accident nontraf, init"
2341,V78.3XXD,"Occup of bus injured in nonclsn trnsp accident nontraf, subs"
2342,V78.3XXS,"Occup of bus injured in nonclsn trnsp acc nontraf, sequela"
2343,V78.4XXA,"Prsn brd/alit from bus injured in nonclsn trnsp acc, init"
2344,V78.4XXD,"Prsn brd/alit from bus injured in nonclsn trnsp acc, subs"
2345,V78.4XXS,"Prsn brd/alit from bus injured in nonclsn trnsp acc, sequela"
2346,V78.5XXA,"Driver of bus injured in nonclsn trnsp acc in traf, init"
2347,V78.5XXD,"Driver of bus injured in nonclsn trnsp acc in traf, subs"
2348,V78.5XXS,"Driver of bus injured in nonclsn trnsp acc in traf, sequela"
2349,V78.6XXA,"Pasngr on bus injured in nonclsn trnsp acc in traf, init"
2350,V78.6XXD,"Pasngr on bus injured in nonclsn trnsp acc in traf, subs"
2351,V78.6XXS,"Pasngr on bus injured in nonclsn trnsp acc in traf, sequela"
2352,V78.7XXA,"Person outside bus inj in nonclsn trnsp acc in traf, init"
2353,V78.7XXD,"Person outside bus inj in nonclsn trnsp acc in traf, subs"
2354,V78.7XXS,"Person outside bus inj in nonclsn trnsp acc in traf, sequela"
2355,V78.9XXA,"Occup of bus injured in nonclsn trnsp accident in traf, init"
2356,V78.9XXD,"Occup of bus injured in nonclsn trnsp accident in traf, subs"
2357,V78.9XXS,"Occup of bus injured in nonclsn trnsp acc in traf, sequela"
2358,V79.00XA,"Driver of bus injured in collision w unsp mv nontraf, init"
2359,V79.00XD,"Driver of bus injured in collision w unsp mv nontraf, subs"
2360,V79.00XS,"Driver of bus injured in clsn w unsp mv nontraf, sequela"
2361,V79.09XA,"Driver of bus injured in collision w oth mv nontraf, init"
2362,V79.09XD,"Driver of bus injured in collision w oth mv nontraf, subs"
2363,V79.09XS,"Driver of bus injured in collision w oth mv nontraf, sequela"
2364,V79.10XA,"Passenger on bus injured in clsn w unsp mv nontraf, init"
2365,V79.10XD,"Passenger on bus injured in clsn w unsp mv nontraf, subs"
2366,V79.10XS,"Passenger on bus injured in clsn w unsp mv nontraf, sequela"
2367,V79.19XA,"Passenger on bus injured in collision w oth mv nontraf, init"
2368,V79.19XD,"Passenger on bus injured in collision w oth mv nontraf, subs"
2369,V79.19XS,"Passenger on bus injured in clsn w oth mv nontraf, sequela"
2370,V79.20XA,"Unsp bus occupant injured in clsn w unsp mv nontraf, init"
2371,V79.20XD,"Unsp bus occupant injured in clsn w unsp mv nontraf, subs"
2372,V79.20XS,"Unsp bus occupant injured in clsn w unsp mv nontraf, sequela"
2373,V79.29XA,"Unsp bus occupant injured in clsn w oth mv nontraf, init"
2374,V79.29XD,"Unsp bus occupant injured in clsn w oth mv nontraf, subs"
2375,V79.29XS,"Unsp bus occupant injured in clsn w oth mv nontraf, sequela"
2376,V79.3XXA,"Bus occupant (driver) injured in unsp nontraf, init"
2377,V79.3XXD,"Bus occupant (driver) injured in unsp nontraf, subs"
2378,V79.3XXS,"Bus occupant (driver) injured in unsp nontraf, sequela"
2379,V79.40XA,"Driver of bus injured in collision w unsp mv in traf, init"
2380,V79.40XD,"Driver of bus injured in collision w unsp mv in traf, subs"
2381,V79.40XS,"Driver of bus injured in clsn w unsp mv in traf, sequela"
2382,V79.49XA,"Driver of bus injured in collision w oth mv in traf, init"
2383,V79.49XD,"Driver of bus injured in collision w oth mv in traf, subs"
2384,V79.49XS,"Driver of bus injured in collision w oth mv in traf, sequela"
2385,V79.50XA,"Passenger on bus injured in clsn w unsp mv in traf, init"
2386,V79.50XD,"Passenger on bus injured in clsn w unsp mv in traf, subs"
2387,V79.50XS,"Passenger on bus injured in clsn w unsp mv in traf, sequela"
2388,V79.59XA,"Passenger on bus injured in collision w oth mv in traf, init"
2389,V79.59XD,"Passenger on bus injured in collision w oth mv in traf, subs"
2390,V79.59XS,"Passenger on bus injured in clsn w oth mv in traf, sequela"
2391,V79.60XA,"Unsp bus occupant injured in clsn w unsp mv in traf, init"
2392,V79.60XD,"Unsp bus occupant injured in clsn w unsp mv in traf, subs"
2393,V79.60XS,"Unsp bus occupant injured in clsn w unsp mv in traf, sequela"
2394,V79.69XA,"Unsp bus occupant injured in clsn w oth mv in traf, init"
2395,V79.69XD,"Unsp bus occupant injured in clsn w oth mv in traf, subs"
2396,V79.69XS,"Unsp bus occupant injured in clsn w oth mv in traf, sequela"
2397,V79.81XA,"Bus occupant injured in trnsp acc w military vehicle, init"
2398,V79.81XD,"Bus occupant injured in trnsp acc w military vehicle, subs"
2399,V79.81XS,"Bus occupant injured in trnsp acc w miltry vehicle, sequela"
2400,V79.88XA,"Bus occupant (driver) injured in oth transport acc, init"
2401,V79.88XD,"Bus occupant (driver) injured in oth transport acc, subs"
2402,V79.88XS,"Bus occupant (driver) injured in oth transport acc, sequela"
2403,V79.9XXA,"Bus occupant (driver) (passenger) injured in unsp traf, init"
2404,V79.9XXD,"Bus occupant (driver) (passenger) injured in unsp traf, subs"
2405,V79.9XXS,"Bus occupant (driver) injured in unsp traf, sequela"
2406,V80.010A,"Animlridr injured by fall fr horse in nonclsn acc, init"
2407,V80.010D,"Animlridr injured by fall fr horse in nonclsn acc, subs"
2408,V80.010S,"Animlridr injured by fall fr horse in nonclsn acc, sequela"
2409,V80.018A,"Animlridr injured by fall fr animl in nonclsn acc, init"
2410,V80.018D,"Animlridr injured by fall fr animl in nonclsn acc, subs"
2411,V80.018S,"Animlridr injured by fall fr animl in nonclsn acc, sequela"
2412,V80.02XA,"Occ of anmldrn veh inj by fall fr veh in nonclsn acc, init"
2413,V80.02XD,"Occ of anmldrn veh inj by fall fr veh in nonclsn acc, subs"
2414,V80.02XS,"Occ of anmldrn veh inj by fall fr veh in nonclsn acc, sqla"
2415,V80.11XA,"Animalrider injured in collision w ped/anml, init"
2416,V80.11XD,"Animalrider injured in collision w ped/anml, subs"
2417,V80.11XS,"Animalrider injured in collision w ped/anml, sequela"
2418,V80.12XA,"Occ of anmldrn vehicle injured in clsn w ped/anml, init"
2419,V80.12XD,"Occ of anmldrn vehicle injured in clsn w ped/anml, subs"
2420,V80.12XS,"Occ of anmldrn vehicle injured in clsn w ped/anml, sequela"
2421,V80.21XA,"Animalrider injured in collision w pedal cycle, init encntr"
2422,V80.21XD,"Animalrider injured in collision w pedal cycle, subs encntr"
2423,V80.21XS,"Animalrider injured in collision with pedal cycle, sequela"
2424,V80.22XA,"Occ of anmldrn vehicle injured in clsn w pedl cyc, init"
2425,V80.22XD,"Occ of anmldrn vehicle injured in clsn w pedl cyc, subs"
2426,V80.22XS,"Occ of anmldrn vehicle injured in clsn w pedl cyc, sequela"
2427,V80.31XA,"Animalrider injured in collision w 2/3whl mv, init"
2428,V80.31XD,"Animalrider injured in collision w 2/3whl mv, subs"
2429,V80.31XS,"Animalrider injured in collision w 2/3whl mv, sequela"
2430,V80.32XA,"Occ of anmldrn vehicle injured in clsn w 2/3whl mv, init"
2431,V80.32XD,"Occ of anmldrn vehicle injured in clsn w 2/3whl mv, subs"
2432,V80.32XS,"Occ of anmldrn vehicle inj in clsn w 2/3whl mv, sequela"
2433,V80.41XA,"Animlridr inj pkup truck, pickup truck, van, hv veh, init"
2434,V80.41XD,"Animlridr inj pkup truck, pickup truck, van, hv veh, subs"
2435,V80.41XS,"Animlridr inj pkup truck, pkup truck, van, hv veh, sqla"
2436,V80.42XA,"Occ animaldrwn veh injured collision hvy veh, init encntr"
2437,V80.42XD,"Occ animaldrwn veh injured collision hvy veh, subs encntr"
2438,V80.42XS,"Occ animaldrwn veh injured collision hvy veh, sequela"
2439,V80.51XA,"Animalrider injured in collision w mtr veh, init encntr"
2440,V80.51XD,"Animalrider injured in collision w mtr veh, subs encntr"
2441,V80.51XS,"Animalrider injured in collision w mtr veh, sequela"
2442,V80.52XA,"Occupant of anmldrn vehicle injured in clsn w mtr veh, init"
2443,V80.52XD,"Occupant of anmldrn vehicle injured in clsn w mtr veh, subs"
2444,V80.52XS,"Occ of anmldrn vehicle injured in clsn w mtr veh, sequela"
2445,V80.61XA,"Animalrider injured in collision w rail trn/veh, init"
2446,V80.61XD,"Animalrider injured in collision w rail trn/veh, subs"
2447,V80.61XS,"Animalrider injured in collision w rail trn/veh, sequela"
2448,V80.62XA,"Occ of anmldrn vehicle injured in clsn w rail trn/veh, init"
2449,V80.62XD,"Occ of anmldrn vehicle injured in clsn w rail trn/veh, subs"
2450,V80.62XS,"Occ of anmldrn vehicle inj in clsn w rail trn/veh, sequela"
2451,V80.710A,"Animalrider injured in collision w animl being ridden, init"
2452,V80.710D,"Animalrider injured in collision w animl being ridden, subs"
2453,V80.710S,"Animlridr injured in clsn w animl being ridden, sequela"
2454,V80.711A,"Occ of anmldrn veh inj in clsn w animal being ridden, init"
2455,V80.711D,"Occ of anmldrn veh inj in clsn w animal being ridden, subs"
2456,V80.711S,"Occ of anmldrn veh inj in clsn w animal being ridden, sqla"
2457,V80.720A,"Animalrider injured in collision w anmldrn vehicle, init"
2458,V80.720D,"Animalrider injured in collision w anmldrn vehicle, subs"
2459,V80.720S,"Animlridr injured in collision w anmldrn vehicle, sequela"
2460,V80.721A,"Occ of anmldrn vehicle injured in collisn with same, init"
2461,V80.721D,"Occ of anmldrn vehicle injured in collisn with same, subs"
2462,V80.721S,"Occ of anmldrn vehicle inj in collisn with same, sequela"
2463,V80.730A,"Animalrider injured in collision w streetcar, init encntr"
2464,V80.730D,"Animalrider injured in collision w streetcar, subs encntr"
2465,V80.730S,"Animalrider injured in collision with streetcar, sequela"
2466,V80.731A,"Occupant of anmldrn vehicle injured in clsn w stcar, init"
2467,V80.731D,"Occupant of anmldrn vehicle injured in clsn w stcar, subs"
2468,V80.731S,"Occ of anmldrn vehicle injured in clsn w stcar, sequela"
2469,V80.790A,"Animalrider injured in collision w nonmtr vehicles, init"
2470,V80.790D,"Animalrider injured in collision w nonmtr vehicles, subs"
2471,V80.790S,"Animalrider injured in collision w nonmtr vehicles, sequela"
2472,V80.791A,"Occ of anmldrn vehicle injured in clsn w nonmtr veh, init"
2473,V80.791D,"Occ of anmldrn vehicle injured in clsn w nonmtr veh, subs"
2474,V80.791S,"Occ of anmldrn vehicle inj in clsn w nonmtr veh, sequela"
2475,V80.81XA,"Animalrider injured in collision w statnry object, init"
2476,V80.81XD,"Animalrider injured in collision w statnry object, subs"
2477,V80.81XS,"Animalrider injured in collision w statnry object, sequela"
2478,V80.82XA,"Occ of anmldrn vehicle inj in clsn w statnry object, init"
2479,V80.82XD,"Occ of anmldrn vehicle inj in clsn w statnry object, subs"
2480,V80.82XS,"Occ of anmldrn vehicle inj in clsn w statnry object, sqla"
2481,V80.910A,"Animlridr injured in trnsp acc w military vehicle, init"
2482,V80.910D,"Animlridr injured in trnsp acc w military vehicle, subs"
2483,V80.910S,"Animlridr injured in trnsp acc w military vehicle, sequela"
2484,V80.918A,"Animalrider injured in oth transport accident, init encntr"
2485,V80.918D,"Animalrider injured in oth transport accident, subs encntr"
2486,V80.918S,"Animalrider injured in other transport accident, sequela"
2487,V80.919A,"Animalrider injured in unsp transport accident, init encntr"
2488,V80.919D,"Animalrider injured in unsp transport accident, subs encntr"
2489,V80.919S,"Animalrider injured in unsp transport accident, sequela"
2490,V80.920A,"Occ of anmldrn veh inj in trnsp acc w miltry vehicle, init"
2491,V80.920D,"Occ of anmldrn veh inj in trnsp acc w miltry vehicle, subs"
2492,V80.920S,"Occ of anmldrn veh inj in trnsp acc w miltry vehicle, sqla"
2493,V80.928A,"Occupant of anmldrn vehicle injured in oth trnsp acc, init"
2494,V80.928D,"Occupant of anmldrn vehicle injured in oth trnsp acc, subs"
2495,V80.928S,"Occ of anmldrn vehicle injured in oth trnsp acc, sequela"
2496,V80.929A,"Occupant of anmldrn vehicle injured in unsp trnsp acc, init"
2497,V80.929D,"Occupant of anmldrn vehicle injured in unsp trnsp acc, subs"
2498,V80.929S,"Occ of anmldrn vehicle injured in unsp trnsp acc, sequela"
2499,V81.0XXA,"Occ of rail trn/veh injured in clsn w mtr veh nontraf, init"
2500,V81.0XXD,"Occ of rail trn/veh injured in clsn w mtr veh nontraf, subs"
2501,V81.0XXS,"Occ of rail trn/veh inj in clsn w mtr veh nontraf, sequela"
2502,V81.1XXA,"Occ of rail trn/veh injured in clsn w mtr veh in traf, init"
2503,V81.1XXD,"Occ of rail trn/veh injured in clsn w mtr veh in traf, subs"
2504,V81.1XXS,"Occ of rail trn/veh inj in clsn w mtr veh in traf, sequela"
2505,V81.2XXA,"Occ of rail trn/veh inj in collisn/hit by roll stok, init"
2506,V81.2XXD,"Occ of rail trn/veh inj in collisn/hit by roll stok, subs"
2507,V81.2XXS,"Occ of rail trn/veh inj in collisn/hit by roll stok, sequela"
2508,V81.3XXA,"Occupant of rail trn/veh injured in clsn w oth object, init"
2509,V81.3XXD,"Occupant of rail trn/veh injured in clsn w oth object, subs"
2510,V81.3XXS,"Occ of rail trn/veh injured in clsn w oth object, sequela"
2511,V81.4XXA,"Person injured wh brd/alit from rail trn/veh, init"
2512,V81.4XXD,"Person injured wh brd/alit from rail trn/veh, subs"
2513,V81.4XXS,"Person injured wh brd/alit from rail trn/veh, sequela"
2514,V81.5XXA,"Occ of rail trn/veh injured by fall in rail trn/veh, init"
2515,V81.5XXD,"Occ of rail trn/veh injured by fall in rail trn/veh, subs"
2516,V81.5XXS,"Occ of rail trn/veh injured by fall in rail trn/veh, sequela"
2517,V81.6XXA,"Occ of rail trn/veh injured by fall from rail trn/veh, init"
2518,V81.6XXD,"Occ of rail trn/veh injured by fall from rail trn/veh, subs"
2519,V81.6XXS,"Occ of rail trn/veh inj by fall from rail trn/veh, sequela"
2520,V81.7XXA,"Occ of rail trn/veh inj in derail w/o antecedent clsn, init"
2521,V81.7XXD,"Occ of rail trn/veh inj in derail w/o antecedent clsn, subs"
2522,V81.7XXS,"Occ of rail trn/veh inj in derail w/o antecedent clsn, sqla"
2523,V81.81XA,"Occ of rail trn/veh inj d/t explosn or fire on train, init"
2524,V81.81XD,"Occ of rail trn/veh inj d/t explosn or fire on train, subs"
2525,V81.81XS,"Occ of rail trn/veh inj d/t explosn or fire on train, sqla"
2526,V81.82XA,"Occ of rail trn/veh inj due to object fall onto train, init"
2527,V81.82XD,"Occ of rail trn/veh inj due to object fall onto train, subs"
2528,V81.82XS,"Occ of rail trn/veh inj due to object fall onto train, sqla"
2529,V81.83XA,"Occ of rail trn/veh inj due to clsn w miltry vehicle, init"
2530,V81.83XD,"Occ of rail trn/veh inj due to clsn w miltry vehicle, subs"
2531,V81.83XS,"Occ of rail trn/veh inj due to clsn w miltry vehicle, sqla"
2532,V81.89XA,"Occ of rail trn/veh injured due to oth railway acc, init"
2533,V81.89XD,"Occ of rail trn/veh injured due to oth railway acc, subs"
2534,V81.89XS,"Occ of rail trn/veh injured due to oth railway acc, sequela"
2535,V81.9XXA,"Occupant of rail trn/veh injured in unsp railway acc, init"
2536,V81.9XXD,"Occupant of rail trn/veh injured in unsp railway acc, subs"
2537,V81.9XXS,"Occ of rail trn/veh injured in unsp railway acc, sequela"
2538,V82.0XXA,"Occupant of stcar injured in clsn w mtr veh nontraf, init"
2539,V82.0XXD,"Occupant of stcar injured in clsn w mtr veh nontraf, subs"
2540,V82.0XXS,"Occupant of stcar injured in clsn w mtr veh nontraf, sequela"
2541,V82.1XXA,"Occupant of stcar injured in clsn w mtr veh in traf, init"
2542,V82.1XXD,"Occupant of stcar injured in clsn w mtr veh in traf, subs"
2543,V82.1XXS,"Occupant of stcar injured in clsn w mtr veh in traf, sequela"
2544,V82.2XXA,"Occupant of stcar injured in collisn/hit by roll stok, init"
2545,V82.2XXD,"Occupant of stcar injured in collisn/hit by roll stok, subs"
2546,V82.2XXS,"Occ of stcar injured in collisn/hit by roll stok, sequela"
2547,V82.3XXA,"Occupant of streetcar injured in clsn w oth object, init"
2548,V82.3XXD,"Occupant of streetcar injured in clsn w oth object, subs"
2549,V82.3XXS,"Occupant of streetcar injured in clsn w oth object, sequela"
2550,V82.4XXA,"Person injured wh brd/alit from streetcar, init"
2551,V82.4XXD,"Person injured wh brd/alit from streetcar, subs"
2552,V82.4XXS,"Person injured wh brd/alit from streetcar, sequela"
2553,V82.5XXA,"Occupant of streetcar injured by fall in streetcar, init"
2554,V82.5XXD,"Occupant of streetcar injured by fall in streetcar, subs"
2555,V82.5XXS,"Occupant of streetcar injured by fall in streetcar, sequela"
2556,V82.6XXA,"Occupant of streetcar injured by fall from streetcar, init"
2557,V82.6XXD,"Occupant of streetcar injured by fall from streetcar, subs"
2558,V82.6XXS,"Occupant of stcar injured by fall from streetcar, sequela"
2559,V82.7XXA,"Occ of stcar injured in derail w/o antecedent clsn, init"
2560,V82.7XXD,"Occ of stcar injured in derail w/o antecedent clsn, subs"
2561,V82.7XXS,"Occ of stcar injured in derail w/o antecedent clsn, sequela"
2562,V82.8XXA,"Occupant of streetcar injured in oth transport acc, init"
2563,V82.8XXD,"Occupant of streetcar injured in oth transport acc, subs"
2564,V82.8XXS,"Occupant of streetcar injured in oth transport acc, sequela"
2565,V82.9XXA,"Occupant of streetcar injured in unsp traffic accident, init"
2566,V82.9XXD,"Occupant of streetcar injured in unsp traffic accident, subs"
2567,V82.9XXS,"Occupant of streetcar injured in unsp traf, sequela"
2568,V83.0XXA,"Driver of special industrial vehicle injured in traf, init"
2569,V83.0XXD,"Driver of special industrial vehicle injured in traf, subs"
2570,V83.0XXS,"Driver of special industr vehicle injured in traf, sequela"
2571,V83.1XXA,"Passenger of special industr vehicle injured in traf, init"
2572,V83.1XXD,"Passenger of special industr vehicle injured in traf, subs"
2573,V83.1XXS,"Pasngr of special industr vehicle injured in traf, sequela"
2574,V83.2XXA,"Person outside special industr vehicle injured in traf, init"
2575,V83.2XXD,"Person outside special industr vehicle injured in traf, subs"
2576,V83.2XXS,"Person outside special industr vehicle inj in traf, sequela"
2577,V83.3XXA,"Occup of special industrial vehicle injured in traf, init"
2578,V83.3XXD,"Occup of special industrial vehicle injured in traf, subs"
2579,V83.3XXS,"Occup of special industrial vehicle injured in traf, sequela"
2580,V83.4XXA,"Person inj wh brd/alit from special industr vehicle, init"
2581,V83.4XXD,"Person inj wh brd/alit from special industr vehicle, subs"
2582,V83.4XXS,"Person inj wh brd/alit from special industr vehicle, sequela"
2583,V83.5XXA,"Driver of special industrial vehicle injured nontraf, init"
2584,V83.5XXD,"Driver of special industrial vehicle injured nontraf, subs"
2585,V83.5XXS,"Driver of special industr vehicle injured nontraf, sequela"
2586,V83.6XXA,"Passenger of special industr vehicle injured nontraf, init"
2587,V83.6XXD,"Passenger of special industr vehicle injured nontraf, subs"
2588,V83.6XXS,"Pasngr of special industr vehicle injured nontraf, sequela"
